char_id,film_id,billing_order,char_name,actor_name,char_gender,char_fate,hero_or_villain,personality_traits,is_protagonist,screen_time_ratio,role_type,performance_type
1705,357,4,Nicky Parsons,Julia Stiles,F,dead,hero|neutral,loyal|brave|resourceful,FALSE,0.10,supporting,LiveAction
1706,358,1,Carrie Bradshaw,Sarah Jessica Parker,F,alive,hero,charming|romantic|conflicted,TRUE,0.35,lead,LiveAction
1707,358,2,Charlotte York,Kristin Davis,F,alive,hero|neutral,optimistic|kind|idealistic,FALSE,0.25,supporting,LiveAction
1708,358,3,Miranda Hobbes,Cynthia Nixon,F,alive,hero|neutral,practical|independent|cynical,FALSE,0.25,supporting,LiveAction
1709,358,4,Samantha Jones,Kim Cattrall,F,alive,hero|neutral,confident|bold|loyal,FALSE,0.15,supporting,LiveAction
1710,359,1,Sam Wilson / Captain America,Anthony Mackie,M,alive,hero,brave|just|determined,TRUE,0.40,lead,LiveAction
1711,359,2,Thaddeus Ross,Harrison Ford,M,alive,villain,strict|authoritative|manipulative,FALSE,0.25,villain,LiveAction
1712,359,3,Joaquin Torres,Danny Ramirez,M,alive,hero|neutral,skilled|loyal|smart,FALSE,0.20,supporting,LiveAction
1713,359,4,Isaiah Bradley,Carl Lumbly,M,alive,hero|neutral,wise|traumatized|noble,FALSE,0.15,supporting,LiveAction
1714,360,1,Batman / Bruce Wayne,Michael Keaton,M,alive,hero,brooding|intelligent|brave,TRUE,0.45,lead,LiveAction
1715,360,2,The Joker,Jack Nicholson,M,dead,villain,chaotic|sadistic|manipulative,FALSE,0.30,villain,LiveAction
1716,360,3,Vicki Vale,Kim Basinger,F,alive,hero|neutral,intrepid|curious|brave,FALSE,0.15,supporting,LiveAction
1717,360,4,Commissioner Gordon,Pat Hingle,M,alive,hero|neutral,just|dedicated|calm,FALSE,0.10,supporting,LiveAction
1718,361,1,Raymond Babbitt,Dustin Hoffman,M,alive,hero|neutral,intelligent|introverted|rigid,TRUE,0.45,lead,LiveAction
1719,361,2,Charlie Babbitt,Tom Cruise,M,alive,hero|neutral,selfish|caring|ambitious,FALSE,0.45,lead,LiveAction
1720,361,3,Susanna,Valeria Golino,F,alive,hero|neutral,kind|supportive|empathetic,FALSE,0.10,supporting,LiveAction
1721,362,1,Raleigh Becket,Charlie Hunnam,M,alive,hero,brave|loyal|resilient,TRUE,0.40,lead,LiveAction
1722,362,2,Mako Mori,Rinko Kikuchi,F,alive,hero|neutral,disciplined|courageous|empathetic,FALSE,0.30,lead,LiveAction
1723,362,3,Stacker Pentecost,Idris Elba,M,dead,hero|neutral,commanding|noble|sacrificial,FALSE,0.20,supporting,LiveAction
1724,362,4,Newton Geiszler,Charlie Day,M,alive,hero|neutral,quirky|intelligent|curious,FALSE,0.10,supporting,LiveAction
1725,363,1,Rachel Marron,Whitney Houston,F,alive,hero,strong|vulnerable|talented,TRUE,0.45,lead,LiveAction
1726,363,2,Frank Farmer,Kevin Costner,M,alive,hero|neutral,protective|disciplined|brave,FALSE,0.40,lead,LiveAction
1727,363,3,Devaney,Bill Cobbs,M,alive,hero|neutral,loyal|caring|wise,FALSE,0.10,supporting,LiveAction
1728,363,4,Greg Portman,Tommy Lipnick,M,dead,villain,jealous|bitter|dangerous,FALSE,0.05,villain,LiveAction
1729,364,1,Nick Morton,Tom Cruise,M,alive,hero,reckless|curious|brave,TRUE,0.40,lead,LiveAction
1730,364,2,Ahmanet,Sofia Boutella,F,dead,villain,vengeful|power-hungry|manipulative,FALSE,0.30,villain,LiveAction
1731,364,3,Jenny Halsey,Annabelle Wallis,F,alive,hero|neutral,intelligent|resourceful|empathetic,FALSE,0.20,supporting,LiveAction
1732,364,4,Dr. Henry Jekyll,Russell Crowe,M,alive,neutral,intelligent|mysterious|authoritative,FALSE,0.10,supporting,LiveAction
1733,365,1,Eggsy,Taron Egerton,M,alive,hero,brave|loyal|funny,TRUE,0.40,lead,LiveAction
1734,365,2,Harry Hart,Colin Firth,M,alive,hero|neutral,disciplined|mentor|calm,FALSE,0.30,supporting,LiveAction
1735,365,3,Poppy Adams,Julianne Moore,F,dead,villain,psychotic|charismatic|manipulative,FALSE,0.20,villain,LiveAction
1736,365,4,Merlin,Mark Strong,M,dead,hero|neutral,intelligent|selfless|brave,FALSE,0.10,supporting,LiveAction
1737,366,1,Graham Hess,Mel Gibson,M,alive,hero,faithful|protective|conflicted,TRUE,0.45,lead,LiveAction
1738,366,2,Merrill Hess,Joaquin Phoenix,M,alive,hero|neutral,loyal|brave|emotional,FALSE,0.30,supporting,LiveAction
1739,366,3,Bo Hess,Abigail Breslin,F,alive,hero|neutral,innocent|observant|sweet,FALSE,0.15,supporting,LiveAction
1740,366,4,Morgan Hess,Rory Culkin,M,alive,hero|neutral,thoughtful|brave|vulnerable,FALSE,0.10,supporting,LiveAction
1741,367,1,Newt Scamander,Eddie Redmayne,M,alive,hero,kind|gentle|curious,TRUE,0.40,lead,LiveAction
1742,367,2,Albus Dumbledore,Jude Law,M,alive,hero|neutral,wise|strategic|compassionate,FALSE,0.25,supporting,LiveAction
1743,367,3,Gellert Grindelwald,Mads Mikkelsen,M,alive,villain,charismatic|intelligent|power-hungry,FALSE,0.25,villain,LiveAction
1744,367,4,Jacob Kowalski,Dan Fogler,M,alive,hero|neutral,funny|kind|loyal,FALSE,0.10,supporting,LiveAction
1745,368,1,Nathan Drake,Tom Holland,M,alive,hero,adventurous|clever|brave,TRUE,0.40,lead,LiveAction
1746,368,2,Victor Sullivan,Mark Wahlberg,M,alive,hero|neutral,witty|experienced|resourceful,FALSE,0.30,supporting,LiveAction
1747,368,3,Jo Braddock,Tati Gabrielle,F,alive,villain,skilled|ambitious|ruthless,FALSE,0.20,villain,LiveAction
1748,368,4,Chloe Frazer,Sophia Ali,F,alive,hero|neutral,cunning|conflicted|bold,FALSE,0.10,supporting,LiveAction
1749,369,1,Logan / Wolverine,Hugh Jackman,M,alive,hero,gruff|brave|loyal,TRUE,0.35,lead,LiveAction
1750,369,2,Jean Grey,Famke Janssen,F,alive,hero|neutral,powerful|kind|conflicted,FALSE,0.25,lead,LiveAction
1751,369,3,Charles Xavier,Patrick Stewart,M,alive,hero|neutral,wise|calm|mentor,FALSE,0.20,supporting,LiveAction
1752,369,4,William Stryker,Brian Cox,M,dead,villain,cruel|calculating|cold,FALSE,0.20,villain,LiveAction
1753,370,1,Rick O’Connell,Brendan Fraser,M,alive,hero,brave|sarcastic|protective,TRUE,0.35,lead,LiveAction
1754,370,2,Evelyn O’Connell,Maria Bello,F,alive,hero|neutral,intelligent|caring|resilient,FALSE,0.25,supporting,LiveAction
1755,370,3,Alex O’Connell,Luke Ford,M,alive,hero|neutral,young|brave|curious,FALSE,0.20,supporting,LiveAction
1756,370,4,Emperor Han,Jet Li,M,dead,villain,ambitious|ruthless|powerful,FALSE,0.20,villain,LiveAction
1757,371,1,Eggsy,Taron Egerton,M,alive,hero,brave|funny|loyal,TRUE,0.40,lead,LiveAction
1758,371,2,Harry Hart,Colin Firth,M,alive,hero|neutral,mentor|disciplined|brave,FALSE,0.30,supporting,LiveAction
1759,371,3,Richmond Valentine,Samuel L. Jackson,M,dead,villain,manipulative|eccentric|ruthless,FALSE,0.20,villain,LiveAction
1760,371,4,Roxy,Lauren Cohan,F,alive,hero|neutral,skilled|supportive|determined,FALSE,0.10,supporting,LiveAction
1761,372,1,Buster Moon,Matthew McConaughey,M,alive,hero,optimistic|determined|kind,TRUE,0.35,lead,Voice
1762,372,2,Ash,Scarlett Johansson,F,alive,hero|neutral,rebellious|independent|loyal,FALSE,0.20,supporting,Voice
1763,372,3,Johnny,Taron Egerton,M,alive,hero|neutral,brave|talented|sincere,FALSE,0.20,supporting,Voice
1764,372,4,Clay Calloway,Bono,M,alive,hero|neutral,reclusive|wise|emotional,FALSE,0.25,supporting,Voice
1765,373,1,Sonic the Hedgehog,Ben Schwartz,M,alive,hero,energetic|brave|playful,TRUE,0.35,lead,Voice
1766,373,2,Knuckles,Idris Elba,M,alive,hero|neutral,strong|honorable|proud,FALSE,0.25,supporting,Voice
1767,373,3,Tails,Colleen O'Shaughnessey,F,alive,hero|neutral,curious|loyal|clever,FALSE,0.20,supporting,Voice
1768,373,4,Dr. Robotnik,Jim Carrey,M,alive,villain,genius|egotistical|chaotic,FALSE,0.20,villain,LiveAction
1769,374,1,Elizabeth Shaw,Noomi Rapace,F,alive,hero,curious|faithful|resilient,TRUE,0.40,lead,LiveAction
1770,374,2,David,Michael Fassbender,M,alive,neutral,intelligent|curious|deceptive,FALSE,0.30,supporting,LiveAction
1771,374,3,Meredith Vickers,Charlize Theron,F,dead,villain,ambitious|cold|calculating,FALSE,0.20,villain,LiveAction
1772,374,4,Charlie Holloway,Logan Marshall-Green,M,dead,hero|neutral,passionate|reckless|devoted,FALSE,0.10,supporting,LiveAction
1773,375,1,Bella Swan,Kristen Stewart,F,alive,hero,loyal|curious|romantic,TRUE,0.40,lead,LiveAction
1774,375,2,Edward Cullen,Robert Pattinson,M,alive,hero|neutral,protective|reserved|loyal,FALSE,0.35,lead,LiveAction
1775,375,3,Jacob Black,Taylor Lautner,M,alive,hero|neutral,loyal|hot-headed|brave,FALSE,0.20,supporting,LiveAction
1776,375,4,James,Cam Gigandet,M,dead,villain,cruel|predatory|determined,FALSE,0.05,villain,LiveAction
1777,376,1,Larry Daley,Ben Stiller,M,alive,hero,curious|responsible|brave,TRUE,0.40,lead,LiveAction
1778,376,2,Amelia Earhart,Amy Adams,F,alive,hero|neutral,adventurous|spirited|loyal,FALSE,0.30,supporting,LiveAction
1779,376,3,Kahmunrah,Hank Azaria,M,dead,villain,arrogant|comedic|manipulative,FALSE,0.20,villain,LiveAction
1780,376,4,Jedediah,Owen Wilson,M,alive,hero|neutral,funny|brave|loyal,FALSE,0.10,supporting,LiveAction
1781,377,1,Manny,Ray Romano,M,alive,hero,protective|caring|responsible,TRUE,0.35,lead,Voice
1782,377,2,Diego,Denis Leary,M,alive,hero|neutral,brave|loyal|sarcastic,FALSE,0.25,supporting,Voice
1783,377,3,Ellie,Queen Latifah,F,alive,hero|neutral,loving|smart|confident,FALSE,0.20,supporting,Voice
1784,377,4,Sid,John Leguizamo,M,alive,hero|neutral,funny|clumsy|optimistic,FALSE,0.20,supporting,Voice
1785,378,1,Alita,Rosa Salazar,F,alive,hero,brave|curious|strong,TRUE,0.40,lead,MotionCapture
1786,378,2,Dr. Dyson Ido,Christoph Waltz,M,alive,hero|neutral,compassionate|intelligent|protective,FALSE,0.30,supporting,LiveAction
1787,378,3,Hugo,Keaan Johnson,M,dead,hero|neutral,charming|hopeful|reckless,FALSE,0.20,supporting,LiveAction
1788,378,4,Vector,Mahershala Ali,M,dead,villain,ambitious|ruthless|manipulative,FALSE,0.10,villain,LiveAction
1789,379,1,Sersi,Gemma Chan,F,alive,hero,compassionate|wise|empathetic,TRUE,0.30,lead,LiveAction
1790,379,2,Ikaris,Richard Madden,M,dead,villain,conflicted|powerful|dutiful,FALSE,0.25,villain,LiveAction
1791,379,3,Kingo,Kumail Nanjiani,M,alive,hero|neutral,humorous|loyal|charismatic,FALSE,0.20,supporting,LiveAction
1792,379,4,Thena,Angelina Jolie,F,alive,hero|neutral,strong|graceful|traumatized,FALSE,0.25,supporting,LiveAction
1793,380,1,Snow White,Kristen Stewart,F,alive,hero,brave|pure|determined,TRUE,0.40,lead,LiveAction
1794,380,2,Eric the Huntsman,Chris Hemsworth,M,alive,hero|neutral,strong|loyal|protective,FALSE,0.30,lead,LiveAction
1795,380,3,Queen Ravenna,Charlize Theron,F,dead,villain,jealous|power-hungry|cold,FALSE,0.25,villain,LiveAction
1796,380,4,Duke Hammond,Vincent Regan,M,alive,hero|neutral,wise|supportive|brave,FALSE,0.05,supporting,LiveAction
1797,381,1,Mike Lowrey,Will Smith,M,alive,hero,brave|confident|charismatic,TRUE,0.40,lead,LiveAction
1798,381,2,Marcus Burnett,Martin Lawrence,M,alive,hero|neutral,funny|loyal|cautious,FALSE,0.35,lead,LiveAction
1799,381,3,Armando Aretas,Jacob Scipio,M,alive,hero|neutral,redeemed|strong|loyal,FALSE,0.15,supporting,LiveAction
1800,381,4,Callie Burnett,Vanessa Hudgens,F,alive,hero|neutral,skilled|brave|energetic,FALSE,0.10,supporting,LiveAction
1801,382,1,Sam Flynn,Garrett Hedlund,M,alive,hero,rebellious|curious|brave,TRUE,0.40,lead,LiveAction
1802,382,2,Quorra,Olivia Wilde,F,alive,hero|neutral,loyal|curious|compassionate,FALSE,0.30,supporting,LiveAction
1803,382,3,Kevin Flynn,Jeff Bridges,M,alive,hero|neutral,wise|protective|visionary,FALSE,0.20,supporting,LiveAction
1804,382,4,CLU 2,Jeff Bridges,M,dead,villain,calculating|ruthless|ambitious,FALSE,0.10,villain,MotionCapture
1805,383,1,Ethan Hunt,Tom Cruise,M,alive,hero,brave|resourceful|determined,TRUE,0.45,lead,LiveAction
1806,383,2,Julia Meade,Michelle Monaghan,F,alive,hero|neutral,loyal|brave|loving,FALSE,0.20,supporting,LiveAction
1807,383,3,Owen Davian,Philip Seymour Hoffman,M,dead,villain,cruel|cold|intelligent,FALSE,0.25,villain,LiveAction
1808,383,4,Luther Stickell,Ving Rhames,M,alive,hero|neutral,skilled|loyal|calm,FALSE,0.10,supporting,LiveAction
1809,384,1,Jonas Taylor,Jason Statham,M,alive,hero,brave|skilled|determined,TRUE,0.40,lead,LiveAction
1810,384,2,Jiuming Zhang,Wu Jing,M,alive,hero|neutral,intelligent|brave|strategic,FALSE,0.25,supporting,LiveAction
1811,384,3,Meiying,Sophia Cai,F,alive,hero|neutral,clever|curious|innocent,FALSE,0.20,supporting,LiveAction
1812,384,4,Driscoll,Sienna Guillory,F,dead,villain,ambitious|ruthless|greedy,FALSE,0.15,villain,LiveAction
1813,385,1,Noa,Owen Teague,M,alive,hero,brave|curious|loyal,TRUE,0.40,lead,MotionCapture
1814,385,2,Mae,Freya Allan,F,alive,hero|neutral,compassionate|resourceful|brave,FALSE,0.25,supporting,LiveAction
1815,385,3,Proximus Caesar,Kevin Durand,M,dead,villain,domineering|ruthless|arrogant,FALSE,0.25,villain,MotionCapture
1816,385,4,Raka,Peter Macon,M,alive,hero|neutral,wise|spiritual|kind,FALSE,0.10,supporting,MotionCapture
1817,386,1,Sophie Sheridan,Amanda Seyfried,F,alive,hero,optimistic|loving|curious,TRUE,0.35,lead,LiveAction
1818,386,2,Donna Sheridan,Lily James,F,dead,hero|neutral,free-spirited|caring|adventurous,FALSE,0.30,supporting,LiveAction
1819,386,3,Sam Carmichael,Pierce Brosnan,M,alive,hero|neutral,loyal|romantic|calm,FALSE,0.20,supporting,LiveAction
1820,386,4,Tanya,Cristine Baranski,F,alive,hero|neutral,witty|confident|supportive,FALSE,0.15,supporting,LiveAction
1821,387,1,Chihiro / Sen,Rumi Hiiragi,F,alive,hero,curious|brave|compassionate,TRUE,0.45,lead,Voice
1822,387,2,Haku,Miyu Irino,M,alive,hero|neutral,protective|loyal|mysterious,FALSE,0.25,supporting,Voice
1823,387,3,Yubaba,Mari Natsuki,F,alive,villain,greedy|controlling|proud,FALSE,0.20,villain,Voice
1824,387,4,Lin,Yoomi Tamai,F,alive,hero|neutral,helpful|sarcastic|loyal,FALSE,0.10,supporting,Voice
1825,388,1,Danny Zuko,John Travolta,M,alive,hero,charming|rebellious|romantic,TRUE,0.40,lead,LiveAction
1826,388,2,Sandy Olsson,Olivia Newton-John,F,alive,hero|neutral,kind|sweet|determined,FALSE,0.35,lead,LiveAction
1827,388,3,Rizzo,Stockard Channing,F,alive,hero|neutral,strong|independent|sarcastic,FALSE,0.15,supporting,LiveAction
1828,388,4,Kenickie,Jeff Conaway,M,alive,hero|neutral,funny|bold|loyal,FALSE,0.10,supporting,LiveAction
1829,389,1,Black Adam,Dwayne Johnson,M,alive,hero|antihero,powerful|vengeful|just,TRUE,0.45,lead,LiveAction
1830,389,2,Hawkman,Aldis Hodge,M,alive,hero|neutral,disciplined|courageous|noble,FALSE,0.25,supporting,LiveAction
1831,389,3,Dr. Fate,Pierce Brosnan,M,dead,hero|neutral,wise|mystical|selfless,FALSE,0.20,supporting,LiveAction
1832,389,4,Adrianna Tomaz,Sarah Shahi,F,alive,hero|neutral,brave|smart|determined,FALSE,0.10,supporting,LiveAction
1833,390,1,Han Solo,Alden Ehrenreich,M,alive,hero,charming|cunning|loyal,TRUE,0.40,lead,LiveAction
1834,390,2,Qi'ra,Emilia Clarke,F,alive,hero|neutral,clever|ambitious|mysterious,FALSE,0.25,supporting,LiveAction
1835,390,3,Beckett,Woody Harrelson,M,dead,neutral,mentor|cynical|experienced,FALSE,0.20,supporting,LiveAction
1836,390,4,Dryden Vos,Paul Bettany,M,dead,villain,cruel|elegant|ruthless,FALSE,0.15,villain,LiveAction
1837,391,1,Clark Kent / Superman,Brandon Routh,M,alive,hero,brave|selfless|moral,TRUE,0.40,lead,LiveAction
1838,391,2,Lois Lane,Kate Bosworth,F,alive,hero|neutral,intelligent|curious|compassionate,FALSE,0.25,supporting,LiveAction
1839,391,3,Lex Luthor,Kevin Spacey,M,alive,villain,arrogant|manipulative|ruthless,FALSE,0.25,villain,LiveAction
1840,391,4,Richard White,James Marsden,M,alive,hero|neutral,kind|honorable|supportive,FALSE,0.10,supporting,LiveAction
1841,392,1,Scarlett O’Hara,Vivien Leigh,F,alive,hero,determined|selfish|strong,TRUE,0.40,lead,LiveAction
1842,392,2,Rhett Butler,Clark Gable,M,alive,hero|neutral,charming|cynical|passionate,FALSE,0.30,lead,LiveAction
1843,392,3,Ashley Wilkes,Leslie Howard,M,alive,neutral|hero,dutiful|conflicted|loyal,FALSE,0.15,supporting,LiveAction
1844,392,4,Melanie Hamilton,Olivia de Havilland,F,dead,hero|neutral,kind|gentle|forgiving,FALSE,0.15,supporting,LiveAction
1845,393,1,Robin Hood,Kevin Costner,M,alive,hero,brave|righteous|charismatic,TRUE,0.40,lead,LiveAction
1846,393,2,Maid Marian,Mary Elizabeth Mastrantonio,F,alive,hero|neutral,kind|courageous|devoted,FALSE,0.25,supporting,LiveAction
1847,393,3,Sheriff of Nottingham,Alan Rickman,M,dead,villain,cruel|greedy|sarcastic,FALSE,0.25,villain,LiveAction
1848,393,4,Little John,Nick Brimble,M,alive,hero|neutral,loyal|strong|funny,FALSE,0.10,supporting,LiveAction
1849,394,1,Jordan Belfort,Leonardo DiCaprio,M,alive,villain|antihero,ambitious|charismatic|greedy,TRUE,0.45,lead,LiveAction
1850,394,2,Donnie Azoff,Jonah Hill,M,alive,neutral,reckless|funny|loyal,FALSE,0.25,supporting,LiveAction
1851,394,3,Naomi Lapaglia,Margot Robbie,F,alive,hero|neutral,beautiful|strong-willed|cynical,FALSE,0.20,supporting,LiveAction
1852,394,4,Mark Hanna,Matthew McConaughey,M,alive,neutral,manipulative|eccentric|mentor,FALSE,0.10,supporting,LiveAction
1853,395,1,Marty McFly,Michael J. Fox,M,alive,hero,curious|brave|loyal,TRUE,0.45,lead,LiveAction
1854,395,2,Dr. Emmett Brown,Christopher Lloyd,M,alive,hero|neutral,intelligent|eccentric|kind,FALSE,0.35,supporting,LiveAction
1855,395,3,Lorraine Baines,Lea Thompson,F,alive,hero|neutral,kind|confused|loving,FALSE,0.10,supporting,LiveAction
1856,395,4,George McFly,Crispin Glover,M,alive,hero|neutral,awkward|timid|good-hearted,FALSE,0.10,supporting,LiveAction
1857,396,1,Dr. Emma Russell,Vera Farmiga,F,dead,hero|neutral,intelligent|conflicted|idealistic,TRUE,0.30,lead,LiveAction
1858,396,2,Madison Russell,Millie Bobby Brown,F,alive,hero|neutral,brave|curious|resourceful,FALSE,0.25,supporting,LiveAction
1859,396,3,Mark Russell,Kyle Chandler,M,alive,hero|neutral,protective|strategic|determined,FALSE,0.25,supporting,LiveAction
1860,396,4,Dr. Serizawa,Ken Watanabe,M,dead,hero|neutral,wise|noble|selfless,FALSE,0.20,supporting,LiveAction
1861,397,1,James T. Kirk,Chris Pine,M,alive,hero,brash|brave|charismatic,TRUE,0.40,lead,LiveAction
1862,397,2,Spock,Zachary Quinto,M,alive,hero|neutral,intelligent|logical|conflicted,FALSE,0.30,lead,LiveAction
1863,397,3,Uhura,Zoe Saldana,F,alive,hero|neutral,confident|loyal|intelligent,FALSE,0.15,supporting,LiveAction
1864,397,4,Nero,Eric Bana,M,dead,villain,vengeful|ruthless|driven,FALSE,0.15,villain,LiveAction
1865,398,1,Manny,Ray Romano,M,alive,hero,protective|responsible|brave,TRUE,0.35,lead,Voice
1866,398,2,Diego,Denis Leary,M,alive,hero|neutral,loyal|brave|sarcastic,FALSE,0.25,supporting,Voice
1867,398,3,Sid,John Leguizamo,M,alive,hero|neutral,funny|naive|kind,FALSE,0.25,supporting,Voice
1868,398,4,Soto,Goran Višnjić,M,dead,villain,cruel|aggressive|cold,FALSE,0.15,villain,Voice
1869,399,1,Tip,Rihanna,F,alive,hero,brave|curious|friendly,TRUE,0.40,lead,Voice
1870,399,2,Oh,Jim Parsons,M,alive,hero|neutral,awkward|kind|loyal,FALSE,0.35,lead,Voice
1871,399,3,Captain Smek,Steve Martin,M,alive,villain,arrogant|foolish|selfish,FALSE,0.15,villain,Voice
1872,399,4,Lucy Tucci,Jennifer Lopez,F,alive,hero|neutral,caring|protective|strong,FALSE,0.10,supporting,Voice
1873,400,1,Mumble,Elijah Wood,M,alive,hero,optimistic|different|determined,TRUE,0.40,lead,Voice
1874,400,2,Gloria,Brittany Murphy,F,alive,hero|neutral,kind|supportive|confident,FALSE,0.25,supporting,Voice
1875,400,3,Memphis,Hugh Jackman,M,alive,hero|neutral,loving|wise|proud,FALSE,0.20,supporting,Voice
1876,400,4,Noah the Elder,Hugo Weaving,M,alive,villain,traditional|strict|authoritative,FALSE,0.15,villain,Voice
1877,401,1,Jake Morrison,Liam Hemsworth,M,alive,hero,brave|loyal|determined,TRUE,0.35,lead,LiveAction
1878,401,2,David Levinson,Jeff Goldblum,M,alive,hero|neutral,intelligent|sarcastic|strategic,FALSE,0.30,supporting,LiveAction
1879,401,3,Dylan Dubrow-Hiller,Jesse T. Usher,M,alive,hero|neutral,brave|confident|driven,FALSE,0.20,supporting,LiveAction
1880,401,4,Queen Alien,,X,dead,villain,ruthless|intelligent|destructive,FALSE,0.15,villain,MotionCapture
1881,402,1,Indiana Jones,Harrison Ford,M,alive,hero,brave|intelligent|adventurous,TRUE,0.45,lead,LiveAction
1882,402,2,Helena Shaw,Phoebe Waller-Bridge,F,alive,hero|neutral,witty|resourceful|independent,FALSE,0.30,supporting,LiveAction
1883,402,3,Jürgen Voller,Mads Mikkelsen,M,dead,villain,arrogant|calculated|obsessive,FALSE,0.20,villain,LiveAction
1884,402,4,Teddy Kumar,Ethan Isidore,M,alive,hero|neutral,clever|brave|curious,FALSE,0.05,supporting,LiveAction
1885,403,1,Jamal Malik,Dev Patel,M,alive,hero,determined|hopeful|resilient,TRUE,0.45,lead,LiveAction
1886,403,2,Latika,Freida Pinto,F,alive,hero|neutral,kind|brave|loyal,FALSE,0.25,supporting,LiveAction
1887,403,3,Salim Malik,Madhur Mittal,M,dead,neutral|villain,conflicted|protective|guilty,FALSE,0.20,supporting,LiveAction
1888,403,4,Prem Kumar,Anil Kapoor,M,alive,villain,arrogant|manipulative|showy,FALSE,0.10,villain,LiveAction
1889,404,1,Lance Corporal Schofield,George MacKay,M,alive,hero,brave|resilient|selfless,TRUE,0.50,lead,LiveAction
1890,404,2,Lance Corporal Blake,Dean-Charles Chapman,M,dead,hero|neutral,loyal|optimistic|naive,FALSE,0.30,supporting,LiveAction
1891,404,3,Colonel Mackenzie,Benedict Cumberbatch,M,alive,hero|neutral,disciplined|stern|strategic,FALSE,0.10,supporting,LiveAction
1892,404,4,Lieutenant Blake,Richard Madden,M,alive,hero|neutral,compassionate|calm|grateful,FALSE,0.10,supporting,LiveAction
1893,405,1,Lightning McQueen,Owen Wilson,M,alive,hero,determined|competitive|brave,TRUE,0.40,lead,Voice
1894,405,2,Cruz Ramirez,Christela Alonzo,F,alive,hero|neutral,enthusiastic|talented|inspired,FALSE,0.30,supporting,Voice
1895,405,3,Smokey,Yep Ernest Borgnine,M,alive,hero|neutral,wise|patient|mentor,FALSE,0.15,supporting,Voice
1896,405,4,Jackson Storm,Armie Hammer,M,alive,villain,arrogant|competitive|prideful,FALSE,0.15,villain,Voice
1897,406,1,Yelena Belova,Florence Pugh,F,alive,hero|antihero,sarcastic|skilled|brave,TRUE,0.30,lead,LiveAction
1898,406,2,Bucky Barnes,Sebastian Stan,M,alive,hero|antihero,brooding|loyal|strong,FALSE,0.25,supporting,LiveAction
1899,406,3,John Walker,Wyatt Russell,M,alive,hero|neutral,conflicted|patriotic|driven,FALSE,0.25,supporting,LiveAction
1900,406,4,Valentina Allegra de Fontaine,Julia Louis-Dreyfus,F,alive,villain,manipulative|strategic|sarcastic,FALSE,0.20,villain,LiveAction
1901,407,1,John McClane,Bruce Willis,M,alive,hero,brave|sarcastic|resilient,TRUE,0.45,lead,LiveAction
1902,407,2,Thomas Gabriel,Timothy Olyphant,M,dead,villain,intelligent|ruthless|vengeful,FALSE,0.30,villain,LiveAction
1903,407,3,Matt Farrell,Justin Long,M,alive,hero|neutral,nerdy|clever|anxious,FALSE,0.15,supporting,LiveAction
1904,407,4,Lucy McClane,Mary Elizabeth Winstead,F,alive,hero|neutral,brave|independent|stubborn,FALSE,0.10,supporting,LiveAction
1905,408,1,Susan Murphy / Ginormica,Reese Witherspoon,F,alive,hero,brave|kind|determined,TRUE,0.40,lead,Voice
1906,408,2,B.O.B.,Seth Rogen,M,alive,hero|neutral,funny|loyal|simple,FALSE,0.25,supporting,Voice
1907,408,3,Dr. Cockroach Ph.D.,Hugh Laurie,M,alive,hero|neutral,intelligent|eccentric|optimistic,FALSE,0.20,supporting,Voice
1908,408,4,Gallaxhar,Rainn Wilson,M,dead,villain,arrogant|power-hungry|egotistical,FALSE,0.15,villain,Voice
1909,409,1,Anastasia Steele,Dakota Johnson,F,alive,hero,romantic|curious|vulnerable,TRUE,0.40,lead,LiveAction
1910,409,2,Christian Grey,Jamie Dornan,M,alive,hero|neutral,intense|dominant|passionate,FALSE,0.40,lead,LiveAction
1911,409,3,Leila Williams,Bella Heathcote,F,alive,neutral|villain,obsessive|emotional|unstable,FALSE,0.15,villain,LiveAction
1912,409,4,Elena Lincoln,Kim Basinger,F,alive,villain,manipulative|controlling|elegant,FALSE,0.05,villain,LiveAction
1913,410,1,Imperator Furiosa,Charlize Theron,F,alive,hero,brave|resilient|determined,TRUE,0.40,lead,LiveAction
1914,410,2,Max Rockatansky,Tom Hardy,M,alive,hero|neutral,strong|silent|survivor,FALSE,0.35,lead,LiveAction
1915,410,3,Immortan Joe,Hugh Keays-Byrne,M,dead,villain,tyrannical|cruel|power-hungry,FALSE,0.15,villain,LiveAction
1916,410,4,Nux,Nicholas Hoult,M,dead,hero|neutral,redeemed|brave|loyal,FALSE,0.10,supporting,LiveAction
1917,411,1,Natasha Romanoff / Black Widow,Scarlett Johansson,F,dead,hero,brave|loyal|selfless,TRUE,0.40,lead,LiveAction
1918,411,2,Yelena Belova,Florence Pugh,F,alive,hero|neutral,sarcastic|skilled|caring,FALSE,0.30,supporting,LiveAction
1919,411,3,Alexei Shostakov / Red Guardian,David Harbour,M,alive,hero|neutral,boastful|strong|funny,FALSE,0.20,supporting,LiveAction
1920,411,4,Melina Vostokoff,Rachel Weisz,F,alive,neutral,intelligent|strategic|protective,FALSE,0.10,supporting,LiveAction
1921,412,1,Bryan Mills,Liam Neeson,M,alive,hero,skilled|protective|ruthless,TRUE,0.45,lead,LiveAction
1922,412,2,Lenore Mills,Famke Janssen,F,dead,hero|neutral,loyal|worried|supportive,FALSE,0.20,supporting,LiveAction
